S No.,School Code,School Name,State Name,City Name,Address,Email,Phone,PinCode,Description
17411,SCH24620  ,SHIKHAR SHISHU SADAN SENIOR SECONDARY SCHOOL,Uttar Pradesh,Dhampur,"KSHATRIYA NAGAR, DHAMPUR ",shikharschool1964@rediffmail.com,8909334200,246761,NULL
17412,SCH24621  ,SARANG SR.SEC.SCHOOL,Uttar Pradesh,Dhampur,"NAGINA ROAD , DHAMPUR",NULL,9412123321,246761,NULL
17413,SCH24622  ,PUSHP NIKETAN  SCHOOL,Uttar Pradesh,Dhampur,"NEAR  SUGAR MILL, DHAMPUR",chitranjankumarpns@gmail.com,8077415489,246761,BOOK SELLER - JAIN BOOK AGENCY
17414,SCH24623  ,M.K.D. CHILDREN  ACADEMY,Uttar Pradesh,Dhampur,"NARANGABAD VILLAGE, DHAMPUR",mkdacadampur2011@gmail.com,1344220679,246761,NULL
17415,SCH24624  ,J.K. MODERN ACADEMY,Uttar Pradesh,Dhampur,"7 KM MILE STONE, NAGINA ROAD, DHAMPUR",shekharawasthibly@gmail.com,9837161603,246761,NULL
17416,SCH24625  ,SCHOLAR VALLEY SCHOOL,Uttar Pradesh,Dhampur,"BEHIND SAI MANDIR , NH- 74, NAGINA ROAD, DHAMPUR",info@theschoolarsvalley.com,9411501710,246761,NULL
17417,SCH24626  ,S.V.PUBLIC SCHOOL,Uttar Pradesh,Dhampur,"MALLU KHIDKI, BILAI, DHAMPUR",svpublicschool2015@gmail.com,8650001132,246761,NULL
17418,SCH24627  ,P.D.M. CONVENT SCHOOL,Uttar Pradesh,Dhampur,"NAGINA-DHAMPUR  ROAD, DHAMPUR",pdmconvent@gmail.com,1343274352,246762,NULL
17419,SCH24628  ,ST. MARY`S SCHOOL,Uttar Pradesh,Dhampur,"MOHALL SAHUVAN, DHAMPUR ROAD",marysnagina @gmail.com,1343504404,246762,NULL
17420,SCH24629  ,LALA RADHEY SHYAM ACADEMY,Uttar Pradesh,Nagina,"KOTWALI ROAD , NAGINA",irsacademy.nagina@gmail.com,9837276856,246762,NULL
17421,SCH24630  ,GOYAL PUBLIC SCHOOL,Uttar Pradesh,Nagina,"NEAR TELEPHONE EX., DHAMPUR ROAD",satishchandgoyel@yahoo.com,9119061800,246762,BOOK SELLER - ADARSH BOOK DEPOT. NAJIBABAD
17422,SCH24631  ,S.U.D. ACADEMY,Uttar Pradesh,Nagina,"VILLEGE-ALIGARH, DHAMPUR ROAD, NAGINA",NULL,9412465335,246762,NULL
17423,SCH24632  ,MODERN SR. SEC.PUBLIC SCHOOL,Uttar Pradesh,Najibabad,"MAIN BAZAR CHOWK,NEAR SHANIPUR, AJMAL KHAN ROAD, KOTDWAR ROAD, NAJIBABAD",gttaneja009@gmail.com,1341221115,246763,BOOK SELLER - DIRECT 
17424,SCH24633  ,R. R. MORARKA PUBLIC SCHOOL,Uttar Pradesh,Najibabad,"DWARIKESH NAGAR P.O. MEDHUPURA, SULTHAN , NAGEENA ROAD, NAJIBABAD",principal@rrmps.com,9929319971,246763,BOOK SELLER - ADARSH BOOK DEPOT. NAJIBABAD
17425,SCH24634  ,MOOLCHAND ACADEMY,Uttar Pradesh,Najibabad,"ZULFIKARPUR GARI, KOTDWAR ROAD  ,NAJIBABAD",vtyagi333@gmail.com,9837205062,246763,BOOK SELLER - ADARSH BOOK DEPOT. NAJIBABAD
17426,SCH24635  ,SHREYA PUBLIC SCHOOL (CBSE PATT.),Uttar Pradesh,Najibabad,"RAHATPUR, HARIDWAR ROAD, NAJIBABDA",shreyapublicschool@gmail.com,9411943465,246763,BOOK SELLER - SAGAR GARMENT`S -NAJIBABAD
17427,SCH24636  ,CITY PUBLIC SCHOOL,Uttar Pradesh,Najibabad,"SIDH BALI VIHAR, DEPOT ROAD",citypublicschool92@gmail.com,9084436773,246763,BOOK SELLER - SHANTI BOOK DEPOT
17428,SCH24637  ,P.N.S ARIHANT PUBLIC ACADEMY,Uttar Pradesh,Najibabad,"KOTWALI ROAD, BAJOPUR, NAJIBABAD",pnsarihant@gmail.com,1341230067,246763,BOOK SELLER - ADARSH BOOK DEPOT. NAJIBABAD
17429,SCH24638  ,IMPERIAL INTERNATIONAL SCHOOL,Uttar Pradesh,Najibabad,"3RD K.M. STONE, NAJIBABAD -BUNDAKI ROAD, NAJIBABAD",imperialinternationalschool@gmail.com,1341231764,246763,BOOK SELLER - ADARSH BOOK DEPOT. NAJIBABAD
17430,SCH24639  ,KOTDWAR  PUBLIC SCHOOL,Uttar Pradesh,Najibabad,"MATHURA  PUR, BERIYA",NULL,8218051703,246763,NULL
17431,SCH24640  ,ST. MARY`S SR. SEC. SCHOOL,Uttar Pradesh,Najibabad,NEAR RAILWAY CROSSING,smsnajibabad@rediffmail.com,1341230139,246763,NULL
17432,SCH24641  ,GURUKUL INTERNATIONAL ACADEMY,Uttar Pradesh,Najibabad,"CHANDERPUR, NAJIABAD",gurukul.international.academy@gmail.co,1341255052,246767,NULL
17433,SCH24642  ,HOLY FAMILY SCHOOL,Uttar Pradesh,Najibabad,"NANGAL PITHORA, SAHANPUR P.O., HARIDWAR ROAD, NAJIBABAD",hfsnangala@gmail.com,7974550499,246749,SR. LIYA PTETER- PH. 6397893764
17434,SCH24643  ,KRIST JAYANTI SCHOOL,Uttar Pradesh,Najibabad,"MATHURAPUR MORE, CHANDRAPURA, POST BARIYA,",kristjayantischool@gmail.com,1341255122,246337,NULL
17435,SCH24644  ,ST. JOHN`S PROVINCIAL HOUSE (SSC),Uttar Pradesh,Najibabad,"RAJARAMPUR, JALALABAD P.O.,NAJIBABAD",NULL,1341220466,246763,NULL
17436,SCH24645  ,ST. MARY  HIGH SCHOOL,Uttar Pradesh,Noorpur,"OPP. P.N.B.,  NOORPUR P.O.",st.maryintercollegenoorpur@rediffmail.co,1345246503,246734,NULL
17437,SCH24646  ,R.R. PUBLIC SCHOOL,Uttar Pradesh,Noorpur,"SEOHARA ROAD,P.O. NOORPUR",director.rrpschool@yahoo.co.in,1345245421,246734,NULL
17438,SCH24647  ,GURU TEG BAHADUR PUBLIC SCHOOL,Uttar Pradesh,Noorpur,"DHAMPUR ROAD NOORPUR, ",NULL,1345245040,246734,NULL
17439,SCH24648  ,GYAN DEEP PUBLIC SCHOOL,Uttar Pradesh,Seohara,"MANDAURA  VIA SEOHARA, ",NULL,9412464208,246746,NULL
17440,SCH24649  ,MARY AND JESUS CONVENT SCHOOL,Uttar Pradesh,Seohara,"MANDORI SEOHARA, MORADABAD ROAD SEOHARA",enquiry@maryjesus.in,9412485562,246746,BOOK SELLER - CHABRA BOOK DEPOT. 
17441,SCH24650  ,MADHUR MEMORIAL  PUBLIC SCHOOL,Uttar Pradesh,Seohara,"MORADABAD ROAD, SEOHARA",mmpsseohara@gmail.com,9412402173,246746,BOOK SELLER -AGARWAL BOOK DEPOT
17442,SCH24651  ,ASSISI CONVENT SCHOOL  (SR. WING ),Uttar Pradesh,Etah,"AGRA ROAD, ETAH-207001",assisi.e@rediffmail.com,5742233450,207001,NULL
17443,SCH24652  ,SARASWATI VIDYA MANDIR  SR. SEC. SCHOOL,Uttar Pradesh,Etah,RAILWAY ROAD,rpsingh1762@gmail.com,5472230158,207001,NULL
17444,SCH24653  ,SHYAM BIHARI SR.SEC. SCHOOL,Uttar Pradesh,Etah,"AGRA ROAD, SHYAMBIHARI COLONY",NULL,5742234480,207001,NULL
17445,SCH24654  ,JAN KALYAN PUBLIC SCHOOL,Uttar Pradesh,Etah,"SHIVPURI , KARBALA ROAD",NULL,9412897086,207001,NULL
17446,SCH24655  ,BRIGHT LAND PUBLIC SCHOOL,Uttar Pradesh,Etah,"SHIVPURI , KARBALA ROAD",NULL,5742234311,207001,NULL
17447,SCH24656  ,TULIP PUBLIC SCHOOL,Uttar Pradesh,Etah,"5-B, ARUNA NAGAR, NIDHAULI ROAD, SANJAY NAGAR",tulippublicschool@gmail.com,5742234300,207001,NULL
17448,SCH24657  ,M.G CONVENT SCHOOL,Uttar Pradesh,Etah,"PREM NAGAR CROSSING, SHIKOHABAD  ROAD",NULL,9927035401,207001,NULL
17449,SCH24658  ,ST. PAUL`S SR.SEC. SCHOOL,Uttar Pradesh,Etah,"NIDHAULI ROAD, NEAR RAILWAY CROSSING",galil@chl.vsnlnet.in,5742231280,207001,NULL
17450,SCH24659  ,SUPER CONVENT SCHOOL,Uttar Pradesh,Etah,SHIKOHABAD ROAD,NULL,234044,207001,NULL
17451,SCH24660  ,B.P.S PUBLIC SCHOOL,Uttar Pradesh,Etah,"VIDYA VIHAR, G.T ROAD, NEAR MANDI SHAMITI ETAH-207001",bpsetah@gmail.com,5742239385,207001,NULL
17452,SCH24661  ,IDEAL PUBLIC SCHOOL,Uttar Pradesh,Etah,SANJAY NAGAR,NULL,8273070777,207001,NULL
17453,SCH24662  ,S.J.S. PUBLIC SCHOOL,Uttar Pradesh,Kasganj,"NEAR SIDDARTH CILD STORE, NEAR NOVA FACTORY",NULL,NULL,207403,NULL
17454,SCH24663  ,MOUNT LITERA ZEE SCHOOL,Uttar Pradesh,Kasganj,ETAH ROAD,NULL,NULL,207123,NULL
17455,SCH24664  ,SHEMFORD FUTURISTIC SCHOOL,Uttar Pradesh,Kasganj,"ETAH ROAD,NADRAI, KASGANJ'207403",info@kasganj.shemford.com,7500424885,207403,NULL
17456,SCH24665  ,ST. JOSEPH`S SR.SEC.  SCHOOL,Uttar Pradesh,Kasganj,"VILL. DHANDORIA , CHARRA ROAD, KASGANJ-207123, DISTT. ETAH (UTTAR PRADESH )",NULL,8476044692,207123,NULL
17457,SCH24666  ,B.S DYAMIC  ACADEMY,Uttar Pradesh,Kasganj,"PARKHA WALA BAGH, NADRI GATE",NULL,NULL,207123,NULL
17458,SCH24667  ,J.P. PUBLIC ACADEMY,Uttar Pradesh,Kasganj,NEAR GAUSHALA NADRAI GATE,NULL,NULL,207123,NULL
17459,SCH24668  ,ST. JOHN`S   SCHOOL,Uttar Pradesh,Fatehpur,"JAIL ROAD, NEAR TEHSEEL HABIBUR, FATEHPUR--212601 (UTTAR PRADESH )",stjohnfatehpur@gmail.com,5180253459,212601,NULL
17460,SCH24669  ,CHILDREN'S PUBLIC SCHOOL,Uttar Pradesh,Fatehpur,"BEHIND D.M RESIDENCE, CHITRANSH NAGAR, FATEHPUR--212601 (UTTAR PRADESH )",NULL,NULL,212601,NULL
17461,SCH24670  ,ST. XAVIER HIGH SCHOOL,Uttar Pradesh,Fatehpur,"RERAIYA NEAR DAK BANGLOW, FATEHPUR--206001 (UTTAR PRADESH )",NULL,5182226300,206001,NULL
17462,SCH24671  ,NOOR UL HUDA SR.SEC. SCHOOL,Uttar Pradesh,Fatehpur,"NEAR BY PASS, LUCKNOW ROAD, FATEHPUR--212601 (UTTAR  PRADESH )",NULL,5180225324,212601,NULL
17463,SCH24672  ,FATEHPUR PUBLIC SCHOOL,Uttar Pradesh,Fatehpur,"BAQARGANJ, FATEHPUR--212601 (UTTAR PRADESH )",NULL,9651626121,212601,NULL
17464,SCH24673  ,R.S EXCEL ENGLISH ACADEMY,Uttar Pradesh,Fatehpur,"B-350,NEAR VIJAYA BANK ,  CIVIL LINES, FATEHPUR-212601 (UTTAR PRADESH )",NULL,NULL,212601,NULL
17465,SCH24674  ,SETH M.R. JAIPURIA SCHOOL,Uttar Pradesh,Fatehpur,"MURAIN TOLA, PANI TANKI , FATEHPUR--212601 (UTTAR PRADESH )",NULL,7233008805,212601,NULL
17466,SCH24675  ,PLAY WAY ENGLISH SCHOOL,Uttar Pradesh,Fatehpur,"111/390, CIVIL LINES, FATEHPUR-212601 (UTTAR PRADESH )",NULL,NULL,212601,NULL
17467,SCH24676  ,THE TRUTH MISSION SCHOOL,Uttar Pradesh,Fatehpur,"Satyanagar,  Nasirpur, Fatehpur -212601 (uttar pradesh )",NULL,8948411110,212601,NULL
17468,SCH24677  ,GROWING SOUL VIDZ GURUKUL ( A UNIT OF AMARNATH EDUCATION  INSTITUTION ),Uttar Pradesh,Mathura,"KRISHNA PURAM, BIRLA MANDIR MATHURA--281001 (UTTAR PRADESH )",NULL,8191982075,281001,NULL
17469,SCH24678  ,ST. MARY`S ENGLISH SCHOOL,Uttar Pradesh,Fatehpur,"BY PASS , G.T ROAD, NEAR R.T.O. OFFICE KHAGA, FATEHPUR--209601 (UTTAR PRADESH )",NULL,7897418781,209601,NULL
17470,SCH24679  ,R.G CHILDREN`S  ACADEMY,Uttar Pradesh,Fatehpur,"NEAR DURGA MANDIR, BIBIPUR  ROAD, FATEHPUR-212601 (UTTAR  PRADESH )",NULL,NULL,212601,NULL
17471,SCH24680  ,FATIMA SR.SEC. SCHOOL,Uttar Pradesh,Gonda,"CIRCULAR ROAD, NEAR MASJID, P.O. BARGAON  GONDA--271001 (UTTAR  PRADESH )",fatima_gonda@live.in,05262-290890,271001,NULL
17472,SCH24681  ,SRI RAGHUKUL VIDYAPEETH,Uttar Pradesh,Gonda,"I.I.T ROAD, NEAR HEAD POST OFFICE CIVIL LINES, GONDA-271001 ( UTTAR  PRADESH )",NULL,NULL,271001,NULL
17473,SCH24682  ,ST. XAVIERS HR. SEC. SCHOOL,Uttar Pradesh,Gonda,"PANT NAGAR, LUCKNOW  ROAD, GONDA-226016 (UTTAR  PRADESH )",NULL,NULL,226016,NULL
17474,SCH24683  ,AIMS INTERNATIONAL SEC. SCHOOL,Uttar Pradesh,Gonda,"CIRCULAR ROAD, GONDA-271001 (UTTAR  PRADESH )",NULL,NULL,271001,NULL
17475,SCH24684  ,NARAYANA PUBLIC SCHOOL,Uttar Pradesh,Gonda,"PHASE-3, AWAS VIKAS COLONY, GONDA-271002 (UTTAR  PRADESH )",NULL,8542919323,271002,NULL
17476,SCH24685  ,YASHMAY PUBLIC SCHOOL,Uttar Pradesh,Gonda,"UTTRAULA ROAD, GONDA--271002 (UTTAR PRADESH )",NULL,NULL,271002,NULL
17477,SCH24686  ,RAVI CHILDREN`S ACADEMY,Uttar Pradesh,Gonda,"NEAR DUKKHARAN NATH TEMPLE, STATION ROAD, GONDA-22701 (UTTAR  PRADESH )",NULL,5262222502,222701,NULL
17478,SCH24687  ,ST. MICHAEL CONVENT SCHOOL,Uttar Pradesh,Mankapur,"I.T.I. TOWNSHIP, MANKAPUR-271308, DISTT. GONDA  (UTTAR PRADESH )",NULL,NULL,271308,NULL
17479,SCH24688  ,FATIMA  SCHOOL,Uttar Pradesh,Mankapur,"NEAR  I.T.I. BARDHAI BAZAR, GONDA -271308  (UTTAR  PRADESH )",NULL,NULL,271308,NULL
17480,SCH24689  ,A. M. B. M. SCHOOL,Uttar Pradesh,Hamirpur,"MEHAR BABA TEMPLE COMPOUND, MEHERPURI, HAMIRPUR--210301, (UTTAR PRADESH )",hindangle@gmail.com,05282-225599,210301,NULL
17481,SCH24690  ,GURUKULAM  PUBLIC  SCHOOL,Uttar Pradesh,Hamirpur,"GOUSHALA RAMARI, HAMIR PUR ",NULL,9415531739,210301,NULL
17482,SCH24691  ,NEW DELHI PUBLIC SCHOOL,Uttar Pradesh,Hamirpur,"GOUSHALA RAMARI, HAMIRPUR--210301 (UTTAR PRADESH ) ",NULL,9919954297,210301,NULL
17483,SCH24692  ,CHRIST CONVENT SCHOOL,Uttar Pradesh,Rath,"ORAI ROAD, RATH",christnivas@gmail.com,5280220440,210431,NULL
17484,SCH24693  ,HIND ANGELS PUBLIC SCHOOL,Uttar Pradesh,Rath,"HAMIRPUR ROAD, RATH",hindangle@gmail.com,5280220700,210431,NULL
17485,SCH24694  ,SETH CHHOTEYLAL ACADEMY SCHOOL,Uttar Pradesh,Rath,"NEAR RAMLEELA GROUND, RATH ",manager@scarath.edu.incom,5820222211,210431,NULL
17486,SCH24695  ,MOTHER INTERNATIONAL SCHOOL,Uttar Pradesh,Rath,"OPP. ROADWAYS BUS STAND, RATH ",NULL,9450266681,210431,NULL
17487,SCH24696  ,DR. RIZVI LEARNERS ACADEMY,Uttar Pradesh,Jaunpur,"MANDI NASEEB KHAN, JAUNPUR--222001 (UTTAR PRADESH )",apmp@nde.vsnl.net.in,5452262466,222001,NULL
17488,SCH24697  ,ST. JOSEPH HIGH SCHOOL,Uttar Pradesh,Jaunpur,"RAS MANDAL, MANIK CHOWK, JAUNPUR",josephsufi@yahoo.co.in.,5452320036,222001,NULL
17489,SCH24698  ,UMANATH SINGH HR. SEC. SCHOOL,Uttar Pradesh,Jaunpur,"SHANKER GANJ, MAHARUPUR, JAUNPUR",unhrsec@rediffmail.com,5452260080,222001,BOOK SELLER - SHRI KRISHNA BOOK CENTRE-JAUNPUR
17490,SCH24699  ,PRASAD INTERNATIONAL SCHOOL,Uttar Pradesh,Jaunpur,"PANCHHATIYA, HAMIRPUR",international_prasad@rediffmail.com,5452266688,222001,NULL
17491,SCH24700  ,SUNBEAM  SCHOOL,Uttar Pradesh,Jaunpur,"NAVJEEVAN  HOSPITAL , NEAR VARUN  HOTEL  WAZIDPUR, JAUNPUR",NULL,5452202997,222002,NULL
17492,SCH24701  ,CHANDREJ SINGH CHILDREN ACADEMY,Uttar Pradesh,Jaunpur,"JAGDISHPUR,  JAUNPUR",cscajaunpur2013@gmail.com ,9305492614,222002,NULL
17493,SCH24702  ,D.B.S. INTER COLLEGE,Uttar Pradesh,Jaunpur,"BHULESHWARGANJ, KADIPUR, RAMDAYALGANJ",NULL,5452233133,222180,NULL
17494,SCH24703  ,THE SUNRISE PULIC SCHOOL,Uttar Pradesh,Jaunpur,"VILLAGE & POST BHAKURA, JAUNPUR",NULL,NULL,222001,NULL
17495,SCH24704  ,C.M.M. ENGLISH  SCHOOL,Uttar Pradesh,Jaunpur,"RAILWAY STAION  ROAD, JAUNPUR",cmmenglishschool@gmail.com,9451363534,222001,NULL
17496,SCH24705  ,R.N. TAGORE HR. SEC. SCHOOL,Uttar Pradesh,Jaunpur,"SUKKHIPUR, BODKAPUR, JAUNPUR",vinay123@yahoo.in,7860430866,222001,NULL
17497,SCH24706  , ST.  JOHN`S  SCHOOL,Uttar Pradesh,Jaunpur,"Shahganj Road, Siddiqpur, Jaunpur-222003 (uttar pradesh )",stjohnsjaunpur@gmail.com,5452265998,222001,NULL
17498,SCH24707  ,ST. PATRICK`S SR.SEC. SCHOOL,Uttar Pradesh,Jaunpur,"P.O. SHEETLA CHAUKIYA, JAUNPUR CITY",info2stpatrickschooljnp.org,5452263711,221001,NULL
17499,SCH24708  ,SHAHANA INTERNATIONAL  SCHOOL,Uttar Pradesh,Jaunpur,FARIDABAD ( NEAR PURVANCHAL UNIVERSITY ),NULL,8808484880,221006,NULL
17500,SCH24709  ,LITTLE SCHOLAR ACADEMY,Uttar Pradesh,Amroha,"JOYA ROAD, AMROHA",india_cbse@yahoo.com,5922253236,244221,NULL
17501,SCH24710  ,RADHA KRISHNA PUBLIC SCHOOL,Uttar Pradesh,Amroha,"KAILSA ROAD, AMROHA--244221 , DISTT. AMROHA (J.P. NAGAR ) UTTAR PRADESH ",NULL,5922264377,244221,NULL
17502,SCH24711  ,ST. MARY`S CONVENT SCHOOL,Uttar Pradesh,Amroha,"DOUD SARAI ROAD, AMROHA",stmaryamroha@gmail.com,5922260901,244221,NULL
17503,SCH24712  ,RANA INTERNATIONAL  SCHOOL,Uttar Pradesh,Amroha,"KALSA ROAD  AMROHA--244221, DISTT. J.P. NAGAR  (UTTAR PRADESH )",NULL,9557039325,244221,NULL
17504,SCH24713  ,SHIV BRILLIANT SCHOOL,Uttar Pradesh,Amroha,"ATRASI ROAD, NEAR R.T.O. OFFICE, AMROHA",shivbrilliantacademy@gmail.com,9917809753,244221,NULL
17505,SCH24714  ,ST. AGNES SCHOOL,Uttar Pradesh,Amroha,"VILLAGE KAZI KHERA, DISTT. AMROHA --244501 (UTTAR PRADESH )",stagneskhazikheras@gmail.com,945694873,244501,NULL
17506,SCH24715  ,HILTON CONVENT PUBLIC SCHOOL,Uttar Pradesh,Amroha,"JOYA ROAD, AVAS VIKAS COLONY, AMROHA (J.P. NAGAR )-244241  (UTTAR PRADESH )",hiltonconventschool@gmail.com,5922252485,244001,NULL
17507,SCH24716  ,BLUE BIRDS INTERNATIONAL SCHOOL,Uttar Pradesh,Dhanaura,"NEAR CHADDA SUGAR FACTORY, AMROHA ROAD, MANDI, DHANAURA ",bbisrahul@gmail.com,5924275521,244231,NULL
17508,SCH24717  ,M.S. SR.SEC. PUBLIC SCHOOL,Uttar Pradesh,Dhanaura,"KALALI ROAD, MANDI, DHANAURA-244231, DISTT. J.P. NAGAR (UTTAR PRADESH )",manoj_diht@yahoo.co.in,5424273904,244231,NULL
17509,SCH24718  ,SCHOLARS HOME WORLD CLASS SCHOOL,Uttar Pradesh,Dhanaura,MANDI DHANAURA,sharma.gulshan70@gmail.com,9756511111,244231,NULL
17510,SCH24719  ,SHANTI DEVI MEMORIAL PUBLIC SCHOOL,Uttar Pradesh,Dhanaura,"NEAR RAILWAY STATION,  DHANAURA--244231, DISTT. J.P. NAGAR (UTTAR PRADESH )",sharma.gulshan70@gmail.com,9336416244,244231,NULL
17511,SCH24720  , SPRING  FIELD  SCHOOL &  COLLEGE,Uttar Pradesh,Karari,"KARARI --221205, DISTT. KAUSHAMBI (UTTAR PRADESH )",NULL,NULL,221205,NULL
17512,SCH24721  ,KAUSHAMBHI PUBLIC SCHOOL,Uttar Pradesh,Karari,"KANPUR ALLAHABAD HIGHWAY, KARARI--212207 DISTT.  KAUSHAMBHI (UTTAR  PRADESH )",NULL,NULL,212207,NULL
17513,SCH24722  ,GURUKUL ACADEMY,Uttar Pradesh,Bharwari,"MEHTA HOSPITAL CAMPUS, BHARWARI KARARI ROAD, BHARWARI-212201, DISTT. KAUSHAMBI (UTTAR PRADESH )",NULL,NULL,212201,NULL
17514,SCH24723  ,GANGA VALLEY PUBLIC SCHOOL,Uttar Pradesh,Kaushambi,"G.T. ROAD, 13 MILE, SAIYAD SARAWAN, KAUSHAMBI -212208 (UTTAR PRADESH )",NULL,7388210779,212208,NULL
17515,SCH24724  ,BLOSSOM GURUKUL ENGLISH SCHOOL (CBSE PATT.),Uttar Pradesh,NULL,"BHARWARI KARARI ROAD, KAUSHAMBI ",NULL,9415264926,212201,NULL
17516,SCH24725  ,BHAWANS MEHTA VIDYA MANDIR  SENIOR  SEC. SCHOOL,Uttar Pradesh,Bharwari,"BHARWARI--212201,DISTT.   KAUSHAMBI (UTTAR PRADESH )",NULL,NULL,212201,NULL
17517,SCH24726  ,BRIJ BIHARI SAHAI  INTERMEDIATE  COLLEGE,Uttar Pradesh,Kaushambi,KAUSHAMBI--212206  (UTTAR PRADESH ),NULL,12345,212206,NULL
17518,SCH24727  ,ADARSH VIDYA MANDIR SR.SEC. SCHOOL,Uttar Pradesh,Unnao,"17 GEETAPURAM, COLLEGE ROAD, AB NAGAR, UNNAO-209801 (UTTAR PRADESH )",NULL,NULL,209801,NULL
17519,SCH24728  ,MOUNT  LITERA ZEE  SCHOOL,Uttar Pradesh,Unnao,"22- KM MILESTONE KANPUR LUCKNOW HIGHWAY ROAD, UNNAO",zeeschoolkanpur@gmail.com,5152332448,209801,NULL
17520,SCH24729  ,SUPER INTERNATIONAL SCHOOL,Uttar Pradesh,Unnao,"2KMS FROM GANGA BRIDGE ON KANPUR LUCKNOW, NATIONAL HIGHWAY VILLAGE, KATRI PEEPAR KHEDA, UNNAO -209801  (UTTAR PRADESH )",NULL,NULL,209801,NULL
17521,SCH24730  ,KENDRIYA VIDYALAYA,Uttar Pradesh,Unnao,"DHAI CHAUKI, UNNAO",NULL,5152829306,209801,NULL
17522,SCH24731  ,SETH ANANDRAM JAIPURIA SCHOOL,Uttar Pradesh,Unnao,"HUSSAIN NAGAR, PADARI ROAD, UNNAO-209801 (UTTAR PRADESH )",NULL,NULL,209801,NULL
17523,SCH24732  ,ST. JUDE`S COLLEGE,Uttar Pradesh,Unnao,"PITAMBAR NAGAR,  UNNAO--209801 (UTTAR  PRADESH )",NULL,NULL,209801,NULL
17524,SCH24733  ,ST. LAWRENCE  SCHOOL,Uttar Pradesh,Unnao,"PRIYADARSHINI NAGAR, NEAR ACHALGANJ BY PASS ROAD,UNNAO--209801 (UTTAR  PRADESH )",NULL,NULL,209801,NULL
17525,SCH24734  ,SIR SYED PUBLIC SCHOOL,Uttar Pradesh,Unnao,"PRIDARSHINI NAGAR, NEAR ACHALGANJ BYE PASS, UNNAO-209801 (UTTAR  PRADESH )",NULL,NULL,209801,NULL
17526,SCH24735  ,AMBIKA PRASAD MEMORIAL PUBLIC SCHOOL,Uttar Pradesh,Unnao,"RAJDHANI MARG, NEHRU NAGAR, OPP. AWADH GRAMIN BANK SHUKLAGANJ, UNNAO-209861 (UTTAR PRADESH )",NULL,NULL,209861,NULL
17527,SCH24736  ,DR. VIRENDRA SWAROOP EDUCATION CENTRE,Uttar Pradesh,Unnao,"KUNDAN ROAD, UNNAO--209801 (UTTAR  PRADESH )",NULL,NULL,209801,NULL
17528,SCH24737  ,SHRI JAGANNATH SHAH MEMORIAL PUBLIC SCHOOL,Uttar Pradesh,Unnao,"CIVILL LINES, NEAR S. P. OFFICE, UNNAO",jnspschool@rediffmail.com,5152827282,209801,NULL
17529,SCH24738  ,JAN SEVA SANSATHAN PUBLIC SCHO,Haryana,Rohtak,BHIWANI ROAD ROHTAK,rohtakjssps@yahoo.com,9034541055,124001,NULL
17530,SCH24739  ,ANNIE BESANT DAY SCHOOL,West Bengal,Kolkata,"171, M B ROAD KOLKATA",abds.birati@gmail.com,9874950798,700051,NULL
17531,SCH24740  ,VIKAS ACADEMY,Jammu and Kashmir,Jammu,JANIPUR COLONY JAMMU,vikasacadeny12@gmail.com,7006202129,180001,NULL
17532,SCH24741  ,SIDDHRTHA HIGH SCHOOL ,Telangana,Thorrur,"KANTAYAPALEM ROAD, THORRUR--506163, DISTT. WARANGAL ( TELANGANA )",NULL,NULL,506163,NULL
17533,SCH24742  ,VIGNAN HIGH SCHOOL,Telangana,Warangal,"12, 16-12-12,WARANGAL ROAD, ABBANIKUNTA,  LABOUR COLONY, WARANGAL--506013, ( TELANGANA  )",NULL,NULL,506013,NULL
17534,SCH24743  ,MONTESSORI SCHOOL,Telangana,Warangal,WARANGAL ,NULL,NULL,506002,NULL
17535,SCH24744  ,LOVELY DOLL HIGH SCHOOL,Telangana,Hanamkonda,"KAPUWADA ROAD, BRAHMANWADA, HANAMKONDA--506011, DISTT.  WARANGAL  (TELANGANA  )",NULL,NULL,506011,NULL
17536,SCH24745  ,S.F.S. HIGH SCHOOL,Telangana,Koratla,"NH-16, MAIN ROAD, FRANCIS NAGAR,KORATLA-505326, DIST. KARIMNAGAR (TELANGANA )",NULL,NULL,505326,NULL
17537,SCH24746  ,NIKHIL BHARAT CONCEPT HIGH SCHOOL,Telangana,Metpalle,"DABBAWADA, METAPALLE-505325, DIST. KARAIMNAGAR, ( TELANGANA )",NULL,NULL,505325,NULL
17538,SCH24747  ,TRINITY HIGH SCHOOL,Telangana,Peddapalle,"STATION ROAD, PRAGATHI NAGAR, NEAR AYYAPPA, SWAMI TEMPLE, PEDDAPALLE-505172,DISTT.  KARIMNAGAR ( TELANGANA )",NULL,NULL,505172,NULL
17539,SCH24748  ,CRESCENT HIGH SCHOOL,Telangana,Peddapalle,"SUBHASH NAGAR, PEDDAPALLE-505172, DISTT. KARIMNAGAR ( TELANGANA )",NULL,NULL,505172,NULL
17540,SCH24749  ,LITTLE CITIZEN`S  HIGH SCHOOL,Telangana,Ramagundam,"AKBER NAGAR  COLONY , KUNDANPALLI ROAD, NEAR RAILWAY STATION, RAMAGUNDAM-505215 DISTT. KARIMNAGAR ( TELANGANA )",NULL,NULL,505215,NULL
