Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Multiple Choice Question (QPG) Test Paper,Antivirus software is a ___________ software.,N/A,Operation support system,Utility,Application,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Multiple Choice Question (QPG) Test Paper,Linux is a __________ software.,N/A,Application,Utility,System,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Multiple Choice Question (QPG) Test Paper,MS-Excel is a/an _____________ software.,N/A,Customized,Application,Utility,System,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Multiple Choice Question (QPG) Test Paper,The first step in going to Backup tool is to click _____________.,N/A,Start button,Control Panel,Recycle Bin,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Short Answer Questions (QPG),Differentiate between Assembler and Interpreter.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Short Answer Questions (QPG),How do you launch the Backup utility?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Short Answer Questions (QPG),How to launch the ‘Disk Defragmenter’ program?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Short Answer Questions (QPG),What is an operation support system?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,Short Answer Questions (QPG),What is the use of scanning of computer for virus?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,True or False (QPG),Airline Reservation System is a general purpose application software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,True or False (QPG),Clicking Start?All Programs?Disk Defragmenter opens the Disk Defragmenter program.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,True or False (QPG),MS-PowerPoint helps to create forms and letters.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,True or False (QPG),System Profiler is a customized software.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 2. Computer Software,,,True or False (QPG),The main computer in a computer network is known as the server.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Fill in the blank (QPG),"After clicking the ‘Format Painter’ tool, the cursor changes into a __________ .",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Fill in the blank (QPG),The ‘Breaks’ tool to insert breaks in a document is present in ___________ tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Fill in the blank (QPG),The first page of a document is called the ___________ page.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Fill in the blank (QPG),The first step in inserting header in a document is to click the ___________ tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Fill in the blank (QPG),You will notice the header on all the __________ of a document.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Multiple Choice Question (QPG) Test Paper,The keyboard shortcut to push text into subscript is :,N/A,Ctrl + Shift + +,Ctrl + =,Ctrl + -,Ctrl -,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Multiple Choice Question (QPG) Test Paper,The tool which copies formatting of one text on another text is:,N/A,Format Dealer,Format Copier,Format Painter,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Multiple Choice Question (QPG) Test Paper,To divide text in Word into columns use the:,N/A,Home tab,Insert tab,Page Layout tab,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Multiple Choice Question (QPG) Test Paper,"To insert header into a document, use the:",N/A,Insert tab,Page Layout tab,View tab,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Multiple Choice Question (QPG) Test Paper,"To insert watermark in a document, click:",N/A,Insert tab,Design tab,Format Tab,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Short Answer Questions (QPG),Explain the screen that appears on clicking ‘Custom Margins’ from Word interface.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Short Answer Questions (QPG),How do you divide text into columns in Word?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Short Answer Questions (QPG),How do you insert header in a document?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Short Answer Questions (QPG),What is indentation of text?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,Short Answer Questions (QPG),Write the steps to add a cover page in a document.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,True or False (QPG),The command to set margins of the pages lies in the ‘Page Layout’ tab and ‘Page Setup’ group.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,True or False (QPG),To indent text in Word is possible and it indents a paragraph.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,True or False (QPG),Watermarks are used to prevent imitation of the documents.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,True or False (QPG),You do not get to choose where you want the column break inserted.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 3. Word Processor,,,True or False (QPG),You get to choose where you want to insert the page break.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Fill in the blank (QPG),‘Replace’ tool is part of __________ tab and __________ group.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Fill in the blank (QPG),Borders and Shading are part of __________ tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Fill in the blank (QPG),First step to change page size is to click on ___________ tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Fill in the blank (QPG),Shapes gallery is present in __________ tab of Word.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,"After choosing the shape you want to draw on the Word window, what shape shows up?",N/A,The – shape,A large ‘+’ shape,An ‘L’ shape,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,"If you want to replace ‘father’ by ‘mother’ throughout a Word document, how would you do it?",N/A,Find tool,Drawing Area tools,‘Find and Replace’ tool,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,The default orientation in MS Word is:,N/A,Portrait,Landscape,Animal Face,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Multiple Choice Question (QPG) Test Paper,The first step in placing text in shapes is to :,N/A,Left click on the shape,Double click on shape,Right click on shape,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),How do you add background color in documents?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),How do you change the page size in Word?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),How to use Drawing Tools in Word?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,Short Answer Questions (QPG),What are the steps to change over the orientation of document?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),"For each shape you draw on Word, you must use the Insert tab and Shapes gallery.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),The Add Text option shows up on left clicking on the shape.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),There are three possible orientations to a document in Word.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 4. More on Word Processor,,,True or False (QPG),"To write additional text in a shape, double click inside the shape and start typing.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Fill in the blank (QPG),_____________ fill means gradually getting filled with colour.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Fill in the blank (QPG),_____________ fill selects a pattern from colour of your slide and repeats it all over the slide.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Fill in the blank (QPG),The number of possible alignment values for PowerPoint are _____________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Fill in the blank (QPG),You can change the _____________ of slides midway through the slides being formed also.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Multiple Choice Question (QPG) Test Paper,How do you resize your pictures to use on your slide?,N/A,Using side handles,Using corner handles,Both a. and b.,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Multiple Choice Question (QPG) Test Paper,In which tab is the ‘Font’ command found?,N/A,Home,Insert,Design,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Multiple Choice Question (QPG) Test Paper,Text boxes are meant to enter:,N/A,Text,Pictures,Shapes,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Multiple Choice Question (QPG) Test Paper,You can access ‘Line Spacing’ option in:,N/A,Font group of Home tab,Paragraph group of Home tab,Drawing group of Home tab,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Short Answer Questions (QPG),How to change the paragraph spacing from within PowerPoint?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Short Answer Questions (QPG),What does Gradient Fill mean?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Short Answer Questions (QPG),What is a chart? Write the steps to insert a chart on the slide.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Short Answer Questions (QPG),What is the default alignment in PowerPoint files?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,Short Answer Questions (QPG),What is the use of built-in templates of PowerPoint?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,True or False (QPG),‘Line Spacing’ command is part of Font group of Home tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,True or False (QPG),Name given to the first slide of a presentation is title slide.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,True or False (QPG),The final step in inserting pictures in a slide is to click ‘OK’.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 5,Computer Science,My Book of Computer Studies,Chapter 5. Presentation Software,,,True or False (QPG),"To change the font of a text, all the text must be chosen, before pressing Font button.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Fill in the blank (QPG),_______________ are used by small businesses and firms.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Fill in the blank (QPG),A ________________ can be folded into the shape of a briefcase.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Fill in the blank (QPG),A __________________ is a type of interactive multimedia used for entertainment.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Fill in the blank (QPG),Cray-1 is an example of ____________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Fill in the blank (QPG),The first electronic hand-held game was _________________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Matching Question (QPG),"1. Super computer a. An embedded computer
2. Minicomputer b. A type of interactive multimedia
3. Game console c. Powerful and fastest computer
4. ATM d. A general purpose computer",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Multiple Choice Question (QPG) Test Paper,Which of the following can be folded into the shape of a briefcase?,N/A,ATM,Desktop computer,Laptop,Tablet,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Multiple Choice Question (QPG) Test Paper,Which of the following islare the most popular game console(s)?,N/A,Sony Playstation,Microsoft Xbox,Both a and b.,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Multiple Choice Question (QPG) Test Paper,Which type of computer is ANURAG?,N/A,Super computer,Minicomputer,Mainframe computer,Micro computer,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Multiple Choice Question (QPG) Test Paper,Which type of computer is PARAM?,N/A,Minicomputer,Super computer,Micro computer,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Short Answer Questions (QPG),In which field are the super computers used?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Short Answer Questions (QPG),Name any two hand-held game consoles.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Short Answer Questions (QPG),What are hand-held devices?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Short Answer Questions (QPG),Where are the mainframe computers used?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Short Answer Questions (QPG),Write a short note on embedded computer.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,Short Answer Questions (QPG),Write two examples of mainframe computers.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,True or False (QPG),A desktop computer can be moved from one place to another very easily.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,True or False (QPG),A laptop has a rechargeable battery as a power source.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,True or False (QPG),Computers are used by everyone as they are very useful machines.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,True or False (QPG),Personal computers are costlier than mainframe computers.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 1. Types of Computers,,,True or False (QPG),Super computers are used in banks.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Fill in the blank (QPG),__________________ is mainly used as a teaching language.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Fill in the blank (QPG),__________________ is one of the oldest high level languages developed in 1957.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Fill in the blank (QPG),___________________ language is used to create web pages.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Fill in the blank (QPG),A ____________________ converts the H LL into machine language in one go.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Fill in the blank (QPG),Programming languages can be classified as ______________ and ________________ .,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Matching Question (QPG),"1. A high level language used for business data processing a. DIV
2. A program that converts assembly language instructions
into machine codes b. COBOL
3. Mnemonic of divide operation c. Syntaxes 
4. Rules to create the statements in a programming language d. Assembler",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Multiple Choice Question (QPG) Test Paper,What is the mnemonic of Multiply operation?,N/A,MUL,MULT,MUT,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Multiple Choice Question (QPG) Test Paper,Which company developed the .NET software?,N/A,Oracle,IBM,Microsoft,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Multiple Choice Question (QPG) Test Paper,Which language is a general purpose programming language?,N/A,PASCAL,C,BASIC,PHP,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Multiple Choice Question (QPG) Test Paper,Which language is directly understood by the computer?,N/A,High level,Machine,Both a. and b.,Low level,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Multiple Choice Question (QPG) Test Paper,Which of the following is a general purpose scripting language?,N/A,PHP,Java,COBOL,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Multiple Choice Question (QPG) Test Paper,Which software converts the assembly language instructions into machine codes?,N/A,Compiler,Assembler,Interpreter,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Multiple Choice Question (QPG) Test Paper,Which term refers to a set of instructions given to the computer?,N/A,Record,Program,File,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),Differentiate between compiler and interpreter.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 6,Computer Science,My Book of Computer Studies,Chapter 2. Computer Languages,,,Short Answer Questions (QPG),Differentiate between high level language and low level language.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
